# index, _pos
31834,"array([ -37.13768442, -129.82507023])"
31835,"array([ -24.9896187 , -126.76318454])"
31836,"array([ 47.29018316, 145.55577116])"
31837,"array([-46.90788481, -80.50294295])"
31838,"array([-155.41687384,   82.28250341])"
31839,"array([ -4.66241443, 109.55483234])"
31840,"array([-5.59011897, 21.28843998])"
31841,"array([112.85987214,  73.07154141])"
31842,"array([166.47520695,  19.51546608])"
31843,"array([ 21.75889226, -75.61543654])"
31844,"array([  9.02105543, 160.18291197])"
31845,"array([-13.35626977, 140.20396756])"
31846,"array([126.55429241, -16.9383455 ])"
31847,"array([-33.3615946 ,   8.59423558])"
31848,"array([-37.96432745, 122.77971144])"
31849,"array([-57.7686632 , 113.15862581])"
31850,"array([-66.86224906, -91.32078783])"
31851,"array([ 130.28922479, -154.44960981])"
31852,"array([  9.60887797, 115.8579418 ])"
31853,"array([-29.54842933, -82.78267917])"
31854,"array([146.95571137, 155.84788683])"
31855,"array([163.74352459,   9.4237523 ])"
31856,"array([174.32815909,  70.31798345])"
31857,"array([  98.27867101, -102.55896261])"
31858,"array([87.62562896, 51.16823298])"
31859,"array([-59.82885555, -26.50854657])"
31860,"array([108.95984172, -46.33590328])"
31861,"array([-28.73805169, 126.82175804])"
31862,"array([106.22042651,  55.38050202])"
31863,"array([ 82.38408884, -82.33255313])"
31864,"array([-91.39140411,  18.45629372])"
31865,"array([ 82.47530212, -39.78140884])"
31866,"array([ 79.04003454, 140.82058148])"
31867,"array([104.81679309,  -4.70351147])"
31868,"array([  9.5674489 , 153.65513265])"
31869,"array([59.55016051, 47.83344589])"
31870,"array([109.00835102, 101.83252785])"
31871,"array([  44.84405383, -123.57512385])"
31872,"array([100.54417635, 128.79823694])"
31873,"array([-62.39300305, -73.1669668 ])"
31874,"array([155.96756155, -58.24123197])"
31875,"array([-47.20284711,   9.23183726])"
31876,"array([ -57.33940049, -100.44425142])"
31877,"array([122.05404441,  42.11690424])"
31878,"array([  1.46249239, 127.00423727])"
31879,"array([163.75247591,  43.00174654])"
31880,"array([-84.02203248,  79.74909017])"
31881,"array([ -27.93570228, -108.86511236])"
31882,"array([-98.51613455,  62.75860141])"
31883,"array([-75.16974771, -71.10233736])"
31884,"array([-52.69895723, 159.96080443])"
31885,"array([-61.1562623 , 153.48652946])"
31886,"array([-35.01815872, 115.65384069])"
31887,"array([126.5965127 , -60.80753265])"
31888,"array([117.95492866, -92.61486485])"
31889,"array([102.20001602,  17.56542969])"
31890,"array([112.56356163, -49.65673524])"
31891,"array([166.90239801,  49.70707367])"
31892,"array([ -5.16657532, -63.34674027])"
31893,"array([ 18.08840975, -85.30865701])"
31894,"array([-52.8014136 , 148.83497703])"
31895,"array([56.86000749, 24.91147468])"
31896,"array([  38.40719081, -182.01493189])"
31897,"array([-48.44889366, 141.9980544 ])"
31898,"array([ 70.89240656, -17.8434033 ])"
31899,"array([ 71.69365383, 140.73858642])"
31900,"array([71.81609157, 56.88242045])"
31901,"array([-64.06227763,  57.84808568])"
31902,"array([-98.46912461, -17.26740463])"
31903,"array([145.10343092, 218.8057486 ])"
31904,"array([ -8.85084835, -55.0515549 ])"
31905,"array([-28.59778186, -33.31138389])"
31906,"array([-59.02051676, -41.02990852])"
31907,"array([97.03505294, 84.33520849])"
31908,"array([-62.74228347, 105.13043303])"
31909,"array([-69.64672261, -41.90052276])"
31910,"array([ 59.8933959 , 160.25007181])"
31911,"array([ 79.83821234, -81.02652519])"
31912,"array([  60.54708704, -116.6338265 ])"
31913,"array([ 54.11720856, 146.20086495])"
31914,"array([  9.47950807, -64.48889972])"
31915,"array([83.91307195, 38.64420033])"
31916,"array([  9.58546694, -40.65062447])"
31917,"array([49.82088231, 96.59186889])"
31918,"array([82.01269376, 58.31586042])"
31919,"array([-25.37713911,  40.45673276])"
31920,"array([ 13.1847194 , -95.33541264])"
31921,"array([36.8092962 , 99.68614798])"
31922,"array([  29.02780135, -103.73575292])"
31923,"array([-39.87059697, 111.9084469 ])"
31924,"array([-39.29947444, 125.81254939])"
31925,"array([ 24.9137633 , -66.93389231])"
31926,"array([  20.02547072, -118.90525024])"
31927,"array([ 86.45931612, -15.64230837])"
31928,"array([ 83.78372002, -16.31826469])"
31929,"array([ 78.04175297, -15.66204445])"
31930,"array([ 52.88206324, -72.49898702])"
31931,"array([-34.85426616,  94.097566  ])"
31932,"array([-16.92218837, 134.85951307])"
31933,"array([  31.08719661, -133.30263257])"
31934,"array([78.13892577,  2.75973744])"
31935,"array([-14.17712772, -61.60937437])"
31936,"array([-69.12064982, -92.08939967])"
31937,"array([ 33.9071989 , 139.40650051])"
31938,"array([-48.38430214,   4.21135766])"
31939,"array([ 17.83878081, 113.38395432])"
31940,"array([-11.781992  , -58.97617811])"
31941,"array([176.15193892,  29.54096573])"
31942,"array([-16.634325  , 138.03878754])"
31943,"array([103.88322771,  99.29173161])"
31944,"array([-74.22695473, -22.6473734 ])"
31945,"array([  3.09327659, 136.44686765])"
31946,"array([-98.03640069, -50.91312936])"
31947,"array([-98.30317628,  49.63000211])"
31948,"array([ -46.93512112, -152.8264357 ])"
31949,"array([-108.64062797,  -60.12560406])"
31950,"array([-73.68487251, 104.76529555])"
31951,"array([-53.11142465,  43.46372103])"
31952,"array([ 45.68392778, 155.05278169])"
31953,"array([62.78557383,  9.67663009])"
31954,"array([ -1.35780997, 123.55714307])"
31955,"array([ 139.56124915, -113.88006985])"
31956,"array([175.75344302,  72.17490886])"
31957,"array([-98.85955437,   6.9964931 ])"
31958,"array([-34.23952847, -55.4994121 ])"
31959,"array([-61.44715261,  98.03356704])"
31960,"array([-38.62596241,  15.31829763])"
31961,"array([60.31569669, 26.92688249])"
31962,"array([ 85.95952089, 104.30557768])"
31963,"array([129.4404289 ,  85.01440854])"
31964,"array([-32.34835111,  52.16961023])"
31965,"array([124.84151514,  73.69404018])"
31966,"array([ -4.62522295, -30.42621717])"
31967,"array([ 52.70443995, -47.35249443])"
31968,"array([ 14.58428701, -45.56056626])"
31969,"array([ -7.91057981, 105.37572682])"
31970,"array([134.73125525,  91.44052511])"
31971,"array([-55.67710457,  95.27696892])"
31972,"array([-50.70317912, 112.0530244 ])"
31973,"array([-48.27777574,  98.94234283])"
31974,"array([18.16008661, 84.80007603])"
31975,"array([ -66.98348289, -117.81503937])"
31976,"array([-30.50595407, -11.02509096])"
31977,"array([-37.03356628,  17.29294418])"
31978,"array([-65.63770139, -16.47284748])"
31979,"array([116.30871024, -10.15884221])"
31980,"array([-3.3574385 , 56.47445748])"
31981,"array([-33.44886498,  36.36518572])"
31982,"array([-35.144513  ,  48.35753236])"
31983,"array([-38.56110845, -30.33623387])"
31984,"array([  63.14580537, -124.33755455])"
31985,"array([ 71.05126273, -93.90904776])"
31986,"array([151.4155196 , 196.13325488])"
31987,"array([-25.59943061,  54.47787297])"
31988,"array([-32.9583987 ,  96.67133012])"
31989,"array([ 41.64823447, 120.10069957])"
31990,"array([105.60810937,  31.58271394])"
31991,"array([ 77.94976929, -56.21564542])"
31992,"array([64.37316468, 40.23425424])"
31993,"array([106.08106797, -33.07638741])"
31994,"array([ 64.92271811, -53.7582305 ])"
31995,"array([ 45.17528607, 121.41806165])"
31996,"array([-40.22413597,  -1.25883262])"
31997,"array([-86.41079992,  24.31532839])"
31998,"array([ 78.917079  , -34.41032204])"
31999,"array([ 23.69848599, -39.54909719])"
32000,"array([152.94248349,  48.57765835])"
32001,"array([-19.2515133 , -18.72386054])"
32002,"array([146.36109075, 207.85147898])"
32003,"array([ 51.24243192, -12.94341374])"
32004,"array([14.53340523, 35.28792895])"
32005,"array([ 67.28052496, -66.38457805])"
32006,"array([ 69.47993714, 147.40106452])"
32007,"array([-10.33190253,  83.71852022])"
32008,"array([-6.26589076,  3.96440906])"
32009,"array([-110.20465624,   41.83593364])"
32010,"array([ 14.659635  , 125.70375203])"
32011,"array([61.68287433, 32.4786222 ])"
32012,"array([-94.91565221, -24.25845798])"
32013,"array([ 66.34186366, 132.68761063])"
32014,"array([-47.96995868,  53.4405271 ])"
32015,"array([-27.33701143, 173.84790409])"
32016,"array([47.71160975, 35.72460136])"
32017,"array([90.06160231, 81.23488461])"
32018,"array([ -6.78776857, -40.00396468])"
32019,"array([ 77.00466576, 113.32392371])"
32020,"array([114.1455426 , 106.77867444])"
32021,"array([-36.58154036, 115.40334974])"
32022,"array([ -9.50248139, 135.67671549])"
32023,"array([ 37.75113009, 157.26428445])"
32024,"array([-128.67903465,   72.89168839])"
32025,"array([-81.7341646 , 113.07066857])"
32026,"array([ 92.49356409, 167.19530768])"
32027,"array([92.71514066, 39.82456005])"
32028,"array([ 50.95409335, 158.95033332])"
32029,"array([  58.40385017, -111.57235419])"
32030,"array([ 29.83023295, -56.3183652 ])"
32031,"array([ 82.52768953, -63.74887133])"
32032,"array([-36.73615607,  41.87220551])"
32033,"array([-24.43179514, 146.04464471])"
32034,"array([-15.21550197, 138.56773484])"
32035,"array([122.41946251,  12.75880908])"
32036,"array([ 32.41623976, 102.12435599])"
32037,"array([  1.98861172, 122.35186952])"
32038,"array([115.07442813,  -7.51188519])"
32039,"array([-43.87084602, -61.3605964 ])"
32040,"array([ 35.03923524, -99.84061321])"
32041,"array([-69.27061449, -56.22455873])"
32042,"array([ 15.14694052, 141.98198061])"
32043,"array([-37.1148899 ,  49.93772139])"
32044,"array([ 59.25692623, -20.99524786])"
32045,"array([-75.25801594,  62.26709931])"
32046,"array([-119.26813944,   36.0040047 ])"
32047,"array([ -5.63736452, -67.68742857])"
32048,"array([99.6275805 , 87.52293147])"
32049,"array([133.60812725,  75.3582855 ])"
32050,"array([-4.4642452 , -4.19431366])"
32051,"array([  9.19179358, -35.60062923])"
32052,"array([111.40570925,  72.89384971])"
32053,"array([108.28001851,  34.2331075 ])"
32054,"array([-22.90287429,   3.24363428])"
32055,"array([-11.11185935,  46.21519785])"
32056,"array([-30.97867171, -28.72341738])"
32057,"array([110.21116138,  90.54682614])"
32058,"array([ 38.51583069, -63.60919488])"
32059,"array([ 26.59914238, 157.47865888])"
32060,"array([42.27529021, 73.79175917])"
32061,"array([ 97.20794957, -26.03336942])"
32062,"array([102.87430573, 101.97541783])"
32063,"array([ 90.13581425, 138.57605552])"
32064,"array([144.97022008,  16.07486089])"
32065,"array([116.70072599, -37.64686695])"
32066,"array([-10.51568662, -90.73560748])"
32067,"array([-40.68294039,   8.95871131])"
32068,"array([-21.94618831, 142.18835461])"
32069,"array([ 33.67208414, 121.2511255 ])"
32070,"array([94.51426574, 95.26152271])"
32071,"array([42.32530719, 91.18802113])"
32072,"array([-40.89068046, -59.61523548])"
32073,"array([ 73.67284189, 147.63609335])"
32074,"array([117.20099523,  -7.64200456])"
32075,"array([  6.0931178 , 111.57389146])"
32076,"array([97.23246389,  6.56021305])"
32077,"array([113.52501752,  74.13166266])"
32078,"array([ -66.1146119 , -100.16252573])"
32079,"array([-69.40198762, -19.0201758 ])"
32080,"array([115.01291014,  14.0847598 ])"
32081,"array([  1.62574881, 138.70342469])"
32082,"array([-12.58232469,  75.69159861])"
32083,"array([-51.27849922, -50.00635037])"
32084,"array([-29.58710457, 136.77755946])"
32085,"array([-15.73470319, -82.25018289])"
32086,"array([-13.2546557 , -70.07181237])"
32087,"array([-83.29780863, -63.15134296])"
32088,"array([27.52596408, 51.61333279])"
32089,"array([ 4.34057697, 69.28318425])"
32090,"array([-41.58517653,   5.62446305])"
32091,"array([ 22.8491023 , -82.41556875])"
32092,"array([  4.49853393, 140.20967388])"
32093,"array([109.22312815,  24.67112335])"
32094,"array([115.16411649,  90.90440143])"
32095,"array([-43.12210297,  66.0548303 ])"
32096,"array([-43.59195354, -84.39829955])"
32097,"array([212.25395571, -17.97116503])"
32098,"array([-35.41531021, -28.18452789])"
32099,"array([  35.40940432, -131.07591233])"
32100,"array([-10.90979992, 114.46884041])"
32101,"array([ 12.38933894, 177.62050151])"
32102,"array([   7.53240056, -127.15974233])"
32103,"array([ -8.80053438, -80.45508926])"
32104,"array([-33.69205145, 123.70377561])"
32105,"array([-38.87885616,  91.77867129])"
32106,"array([108.16483166, 158.44169391])"
32107,"array([83.91153808, 65.61914656])"
32108,"array([ 86.25130433, 133.92651849])"
32109,"array([74.96355786, 55.17628243])"
32110,"array([ 64.1554126 , -44.12672929])"
32111,"array([  2.02109516, -56.86454358])"
32112,"array([118.30535213, -18.90166263])"
32113,"array([-96.14069377,  32.51255471])"
32114,"array([ 11.88726244, -67.41810278])"
32115,"array([-63.96424695,  11.46236982])"
32116,"array([122.07596263,  70.93716953])"
32117,"array([-47.12415089,   4.65291843])"
32118,"array([-11.60289442, -92.39526834])"
32119,"array([ 85.34054031, -74.2959449 ])"
32120,"array([140.29305097,  86.23886097])"
32121,"array([-18.08146443,  52.97391507])"
32122,"array([28.95072058, 65.4964377 ])"
32123,"array([ 19.15871669, -92.62955693])"
32124,"array([-53.93655149,  25.01061316])"
32125,"array([ -5.16685472, 161.63332981])"
32126,"array([ 35.01994016, 108.47882348])"
32127,"array([  48.58014036, -112.76577068])"
32128,"array([ 83.51979271, -35.35268287])"
32129,"array([-16.55264316, -77.26381372])"
32130,"array([73.33257221, 27.57113417])"
32131,"array([-32.97895025, 102.55767162])"
32132,"array([-112.74403905,  -54.96141346])"
32133,"array([-41.82683918,  52.14795875])"
32134,"array([ 17.85286194, -69.21514674])"
32135,"array([104.34687628,  10.36190373])"
32136,"array([ -3.46459222, 127.19398781])"
32137,"array([116.55440164,  60.62873104])"
32138,"array([158.52643107,  54.31037566])"
32139,"array([ 22.65142561, -51.12256744])"
32140,"array([ 95.60193091, -12.10811311])"
32141,"array([ -55.77715098, -132.95849623])"
32142,"array([151.13822951,  -1.6497126 ])"
32143,"array([112.70260801, -80.42782258])"
32144,"array([104.66487497,  18.64970378])"
32145,"array([-19.18984015, 154.87356668])"
32146,"array([ 102.87764253, -138.2504123 ])"
32147,"array([ 88.56774337, 145.1539337 ])"
32148,"array([184.88505073, 305.98454969])"
32149,"array([  91.43852396, -115.06311863])"
32150,"array([-46.51781409, -44.91046228])"
32151,"array([ -3.57614995, -50.57210204])"
32152,"array([-55.95228913,  30.28931891])"
32153,"array([129.67265025,  -9.04323939])"
32154,"array([164.67984829, 126.73983957])"
32155,"array([-25.31314525,  89.58676167])"
32156,"array([-57.13883031, 139.21335625])"
32157,"array([  -0.64099636, -106.94981575])"
32158,"array([111.13952821, -26.1240073 ])"
32159,"array([ 29.68654413, -75.79444803])"
32160,"array([-76.7768069 , -62.98132514])"
32161,"array([ 81.24443877, -51.34038966])"
32162,"array([ 25.57740072, 114.67430762])"
32163,"array([-45.60901511,  81.06977165])"
32164,"array([-52.75782006,  39.53073297])"
32165,"array([ 13.18830263, -98.86914726])"
32166,"array([ 63.71467064, -62.85103541])"
32167,"array([-29.20161147,  50.41487852])"
32168,"array([-19.86587638,  80.9314752 ])"
32169,"array([-111.71624506,  -11.27887605])"
32170,"array([ 70.10358087, -48.6584514 ])"
32171,"array([ 35.86482525, -95.26154236])"
32172,"array([113.52241808, -23.63281981])"
32173,"array([ 86.15474607, 145.72133699])"
32174,"array([ 88.31772081, -75.79352766])"
32175,"array([136.6665647 ,  53.17417296])"
32176,"array([107.98768869,  70.94342744])"
32177,"array([ 96.93631751, -61.56862449])"
32178,"array([-34.42360691,   4.0913078 ])"
32179,"array([ 146.69280975, -107.17066537])"
32180,"array([ 80.17847441, 107.21932711])"
32181,"array([-51.80056739,  68.19071793])"
32182,"array([-10.49869792, 128.48379023])"
32183,"array([-45.22840475,  71.62934915])"
32184,"array([101.79852349,  14.45324094])"
32185,"array([146.19136279, -94.79076795])"
32186,"array([84.11388238, 67.86492834])"
32187,"array([-62.63401775,  18.67099054])"
32188,"array([ 34.70843791, 144.7624885 ])"
32189,"array([ 18.01593576, -33.37388777])"
32190,"array([ 15.05273016, 178.0972162 ])"
32191,"array([-11.77648609, -32.99806672])"
32192,"array([164.75259399,   3.3902295 ])"
32193,"array([-86.63534787, -84.07737298])"
32194,"array([ 89.93514801, 126.74486334])"
32195,"array([ -55.50310215, -122.34715309])"
32196,"array([-51.23387698,  56.95282208])"
32197,"array([140.8035822 , -41.83878732])"
32198,"array([-112.95149028,  -18.65279227])"
32199,"array([99.03931596, 57.52307149])"
32200,"array([144.73755031,  84.16643338])"
32201,"array([-80.61931412, -41.48543461])"
32202,"array([-43.63617672, -75.14551981])"
32203,"array([-54.54079423, 111.95517565])"
32204,"array([ -27.31541761, -110.38086023])"
32205,"array([ -6.26784766, -60.59950319])"
32206,"array([-35.80841567,  60.76234208])"
32207,"array([78.00828306, -8.37890213])"
32208,"array([ 20.21385186, -62.41171726])"
32209,"array([-51.66624971,  15.48743855])"
32210,"array([ -64.70151063, -103.4844728 ])"
32211,"array([133.87000604,  89.7929161 ])"
32212,"array([-105.61371166,  -24.20400927])"
32213,"array([57.09407679, 33.07600415])"
32214,"array([ -7.57488287, 160.77124239])"
32215,"array([87.2465168 , 45.39939118])"
32216,"array([125.24770384, -35.53766611])"
32217,"array([  10.82677953, -117.6996423 ])"
32218,"array([146.38136445,  36.29273768])"
32219,"array([-84.69603211,  29.34310411])"
32220,"array([-90.87188867, 118.68106844])"
32221,"array([-17.90102427,   1.41435216])"
32222,"array([-54.35439848,  34.82146261])"
32223,"array([-12.95872985,  76.87939519])"
32224,"array([-50.37496022, -14.50415416])"
32225,"array([124.30202358, 191.97511502])"
32226,"array([-34.77433693, -19.7934379 ])"
32227,"array([-36.65967193,  62.83209359])"
32228,"array([ 51.45283224, 109.00095677])"
32229,"array([-13.09097149,  55.33381494])"
32230,"array([-45.28983798,  10.58629188])"
32231,"array([-20.2470855 ,  38.66035343])"
32232,"array([124.42063511,  27.56991192])"
32233,"array([-64.58283882,  59.36749849])"
32234,"array([113.12246041, -26.5309588 ])"
32235,"array([-41.80947177, 103.55323952])"
32236,"array([-34.25807197, 134.67855141])"
32237,"array([ 25.4506878 , 116.71463329])"
32238,"array([ -7.25285219, 119.91253375])"
32239,"array([-40.44446462,  54.2637568 ])"
32240,"array([ 21.50947922, 149.37864388])"
32241,"array([-29.88113744,  65.86273756])"
32242,"array([ 42.99332671, -67.78343317])"
32243,"array([-33.64907151,   5.20083682])"
32244,"array([-36.35803185,  -0.61465033])"
32245,"array([116.99436648, -43.3628373 ])"
32246,"array([-45.29879601,  90.88238164])"
32247,"array([ -5.50242072, -98.87596453])"
32248,"array([56.74111916,  2.05313974])"
32249,"array([ 40.79303305, 127.30303628])"
32250,"array([79.42336053, 39.61246108])"
32251,"array([-10.17606259,  46.71263977])"
32252,"array([ 103.52713931, -115.75575995])"
32253,"array([ 31.46989916, 164.29349103])"
32254,"array([111.62824241,  66.10054816])"
32255,"array([  90.80567932, -118.45264082])"
32256,"array([137.69907816, 196.21316518])"
32257,"array([-29.98778038,  97.37065051])"
32258,"array([  43.11475391, -109.32824807])"
32259,"array([-40.43671602,  48.29408334])"
32260,"array([  7.76090835, 119.84689761])"
32261,"array([  95.39631439, -172.27635774])"
32262,"array([119.31940972, -17.76508502])"
32263,"array([114.33288369, 150.79433558])"
32264,"array([75.83712673, 42.45027948])"
32265,"array([159.30676705,  30.38392423])"
32266,"array([-114.69294836,  -14.49242998])"
32267,"array([ 68.18756722, -49.26082912])"
32268,"array([111.56255382, 114.09875012])"
32269,"array([ 29.3076544 , -65.20299484])"
32270,"array([-73.19025342,  11.43037126])"
32271,"array([-62.8726759 ,  19.96608128])"
32272,"array([ -31.66663473, -135.55494749])"
32273,"array([72.36326451, 94.4257638 ])"
32274,"array([-15.55024591,  59.67541627])"
32275,"array([166.31236346, -36.22425646])"
32276,"array([-72.88505128,  32.65565105])"
32277,"array([-54.82150199, -93.66489733])"
32278,"array([-87.6433925 ,  82.41651128])"
32279,"array([ 71.68934949, 102.22451663])"
32280,"array([-45.87296751, 122.0291478 ])"
32281,"array([-10.0782932 , -55.38779542])"
32282,"array([58.82830084, 61.83388898])"
32283,"array([ 53.17059721, -15.11615065])"
32284,"array([-40.46840169,  24.43497842])"
32285,"array([-40.76928379, -24.77028137])"
32286,"array([-111.42975373,  -47.20481208])"
32287,"array([57.75455527, 13.1881747 ])"
32288,"array([-34.4165821 ,  42.89341511])"
32289,"array([-36.53501309,  52.55141741])"
32290,"array([168.33599546,  36.17635687])"
32291,"array([ -48.49747438, -106.25745433])"
32292,"array([-51.03491087, 126.42195031])"
32293,"array([ 41.32847374, -57.48395897])"
32294,"array([-74.23148977,   7.24523707])"
32295,"array([92.91481237, 56.82576079])"
32296,"array([134.61221871,   6.87375658])"
32297,"array([ 40.25095273, 118.36967847])"
32298,"array([-10.16010857, 157.77704733])"
32299,"array([-63.61840602,  40.07584803])"
32300,"array([-42.42842788,  12.35587885])"
32301,"array([ 43.90569474, 133.12813465])"
32302,"array([ 194.45736796, -154.12070036])"
32303,"array([-43.41150863,  42.22244707])"
32304,"array([-93.01040228, -50.01749091])"
32305,"array([63.99318102, -3.37736201])"
32306,"array([ -1.81197236, -70.28488689])"
32307,"array([ 130.85521512, -133.97912607])"
32308,"array([113.61363922,  14.23874871])"
32309,"array([ 117.72391322, -151.13587502])"
32310,"array([202.70407856,  -7.57215507])"
32311,"array([153.82290696,  89.15275356])"
32312,"array([-25.66653122, -85.20903644])"
32313,"array([ -2.36423551, -31.11621184])"
32314,"array([ -2.60810694, -97.35308155])"
32315,"array([-62.29851689,  -7.97584189])"
32316,"array([-137.52048039,   96.48452695])"
32317,"array([-76.61834067,  63.49191127])"
32318,"array([-94.26890441,  91.39311613])"
32319,"array([ 53.3607094 , -28.97758378])"
32320,"array([ 44.26163944, 154.18260877])"
32321,"array([143.81067948, -94.00773337])"
32322,"array([ 51.87185061, 153.56552914])"
32323,"array([-29.14975103,  80.24020814])"
32324,"array([147.47227177,  49.62332727])"
32325,"array([105.47631223, -78.03492176])"
32326,"array([ -4.48532286, 144.18390584])"
32327,"array([ 66.04570954, 186.81851753])"
32328,"array([ 50.37277297, 165.00841831])"
32329,"array([ 57.98938847, -13.43771852])"
32330,"array([-5.11320464, 73.89655901])"
32331,"array([-87.41872305,  86.69154596])"
32332,"array([-13.56652415, -18.17422283])"
32333,"array([ 70.59716495, -14.97811895])"
32334,"array([-56.29930572,  90.56003289])"
32335,"array([89.89992595, 85.98582184])"
32336,"array([140.89275075,  65.32156744])"
32337,"array([119.0001168 , 103.68326807])"
32338,"array([117.22405782,   7.90383487])"
32339,"array([149.46385269, -51.5380164 ])"
32340,"array([-80.65594054,   0.82035341])"
32341,"array([ 41.28797442, 111.87424555])"
32342,"array([  64.13123877, -159.83997342])"
32343,"array([-87.55672433,  10.3048731 ])"
32344,"array([  49.76901805, -160.3130519 ])"
32345,"array([-52.0170601 ,  -6.32954679])"
32346,"array([ 71.77116816, 180.55605304])"
32347,"array([-90.88454488, -86.49311272])"
32348,"array([-27.15740684, -80.70507367])"
32349,"array([151.13432764,  93.82046719])"
32350,"array([ 51.67707664, -79.48979435])"
32351,"array([ 103.46959943, -144.71655372])"
32352,"array([-50.83067295,  71.1191833 ])"
32353,"array([120.22053375,   8.81846654])"
32354,"array([175.37382376,  -2.47710561])"
32355,"array([  37.75174229, -117.73443071])"
32356,"array([ 63.84872962, -42.44149865])"
32357,"array([-122.32847398,   -5.77828187])"
32358,"array([-35.05166463,  69.60883634])"
32359,"array([-50.69613715,   1.93341293])"
32360,"array([-78.60320065,   7.68161246])"
32361,"array([-111.52382561,  -34.81160762])"
32362,"array([  0.37748176, -20.70450571])"
32363,"array([132.0571735 ,  52.76076556])"
32364,"array([110.5187883 , -17.72702338])"
32365,"array([167.53176129, -27.93153399])"
32366,"array([-10.39936058, -76.82921303])"
32367,"array([-49.83149862,  81.83536238])"
32368,"array([125.77921582,  67.41214522])"
32369,"array([  63.22902578, -118.62049449])"
32370,"array([-37.00588699, 103.43523893])"
32371,"array([ 71.19328787, -58.86573905])"
32372,"array([  63.69920592, -122.34275807])"
32373,"array([-5.11463917, 66.70929065])"
32374,"array([-22.62997919, 128.83085441])"
32375,"array([ 43.82531232, -57.05805454])"
32376,"array([ 60.62701648, -90.22040713])"
32377,"array([  14.13324513, -112.45909364])"
32378,"array([-34.66494058,  74.26756323])"
32379,"array([ 92.2414819 , -27.20991244])"
32380,"array([-19.27842134,  52.71815321])"
32381,"array([-80.35942553,  75.68697941])"
32382,"array([ -54.24338404, -127.71699739])"
32383,"array([-3.09517396, 28.35447691])"
32384,"array([152.85308341,  16.97482825])"
32385,"array([ 93.8742861 , 110.06336683])"
32386,"array([223.43272067,  55.15667383])"
32387,"array([-82.41215727, -43.14212087])"
32388,"array([  4.60334095, 126.66237702])"
32389,"array([111.97987256,  84.29933108])"
32390,"array([ 88.95181029, 149.08237099])"
32391,"array([-51.12534751, -83.12171994])"
32392,"array([-118.30517203,  -30.75909386])"
32393,"array([193.08596981,  60.73042166])"
32394,"array([147.17517362,  85.13460751])"
32395,"array([-51.1023624 , 145.43179782])"
32396,"array([90.15471652, 28.43100832])"
32397,"array([-24.77823738, 117.36475387])"
32398,"array([ 46.06299466, 101.145554  ])"
32399,"array([-103.29443361,  -22.94111232])"
32400,"array([ 49.23238931, 107.61821225])"
32401,"array([-61.67474514,  -9.11944901])"
32402,"array([ 27.75541375, -63.04800747])"
32403,"array([ 18.29605962, 144.23103594])"
32404,"array([ 57.18370553, -38.23760791])"
32405,"array([ -11.71643095, -105.13125562])"
32406,"array([-58.79824066, 100.33044943])"
32407,"array([ -2.48304994, 142.79819996])"
32408,"array([-50.44984386,  43.2131338 ])"
32409,"array([-50.00076175, 129.85495422])"
32410,"array([ 70.68915014, -28.5557397 ])"
32411,"array([-24.32346388,  50.13219396])"
32412,"array([ 12.78203027, 143.26053933])"
32413,"array([-89.84146712,   2.48768641])"
32414,"array([-19.86784078, -62.3978088 ])"
32415,"array([165.49003183,  95.99886412])"
32416,"array([ 47.70253625, -64.19466575])"
32417,"array([ 18.65309739, 149.71861718])"
32418,"array([ 46.58243187, 150.59072895])"
32419,"array([131.55562043, -17.15961269])"
32420,"array([-13.50306353, 138.28572954])"
32421,"array([ 46.545187  , -61.31642254])"
32422,"array([ 95.38836988, 168.57534004])"
32423,"array([110.90710044,  14.19154177])"
32424,"array([101.7793501 ,  72.17816637])"
32425,"array([114.19813333,  98.85716324])"
32426,"array([-18.69897665,  40.05477623])"
32427,"array([58.54908785, 67.34061085])"
32428,"array([116.78702717, 133.59491454])"
32429,"array([ 111.54684704, -142.54417908])"
32430,"array([-99.45754685, -46.43256298])"
32431,"array([-64.36930282, -35.35937662])"
32432,"array([ 83.9900392 , -14.40321143])"
32433,"array([66.3302643 , 68.27992712])"
32434,"array([ 101.94314617, -102.27894238])"
32435,"array([-21.68446326, 123.52498218])"
32436,"array([-24.16622342, -28.32176418])"
32437,"array([-54.33355811, 134.72090505])"
32438,"array([72.89281695, -2.5059646 ])"
32439,"array([  5.92971379, 135.30434638])"
32440,"array([-43.736974  ,  41.01114047])"
32441,"array([-4.66568309, 15.18275324])"
32442,"array([-31.19708809, 154.3978138 ])"
32443,"array([ 85.97075205, -23.63569916])"
32444,"array([ 73.45182626, -41.12953881])"
32445,"array([129.84801483,  -1.95145252])"
32446,"array([ 7.49826941, 63.35602153])"
32447,"array([-82.65489668, -16.17294595])"
32448,"array([ -1.20916112, -81.88301378])"
32449,"array([  96.31810048, -180.37087034])"
32450,"array([ 81.17261914, 157.45977906])"
32451,"array([77.79550904,  6.57877183])"
32452,"array([ 34.44774963, -98.0625683 ])"
32453,"array([ 66.90364202, -98.84013562])"
32454,"array([  1.81812903, 135.18890743])"
32455,"array([149.16170083, -80.98386171])"
32456,"array([188.47012936,  17.9662705 ])"
32457,"array([ 89.09989403, -68.93270145])"
32458,"array([ 43.09945494, 147.37294629])"
